Sentiment,Tweet
4,"@jordangreen -lol, na, I don't care too much about speed, another 1.2! "
4,friday  work tonight 5:30 to 10
0,@underexpose Thanks. Mostly I play trance and hard trance. Also a bit of tribal. Nothing suitable for Bangkok - land of hip hop clubs 
4,Last exam soon. Just finished my 4 pages of notes that I'm allowed  some lunch then I'll set off walking 
0,Why am I up so early? I got dragged to this at Victorias Secret  http://yfrog.com/5ao5vj
4,@mariqueen NOTHING pre-Meddle or post-Wall will win over a Zep fan. Syd-era is too incoherent. The Gilmour years are nap-enducing. 
0,Working on proposal for tomorrow's meeting - how stimulus $$ will be spent on technology for our campus. Too many options-not enough $$ 
4,@pontific8 lol You and my husband must have been made from the same two-left-feet mold 
4,Two Glasses Of Wine A Day Helps Reduce Fat In Liver http://bit.ly/ZIoH8 ...but I prefer Corona 
4,"wow, my last twit was a month ago. havnt used this shit for a while, but im super excited to be back "
4,".@Zanna85 they won't care!!! anyway, it's twitter you can just *say* you're doing #noundiessunday "
0,lost his iPod touch 
0,"@alfgoetz That's a great suggestion! Unfortunately, I've found that it's a bit buggy. Pinch zooming in js repeatedly locked up my iPhone "
0,Ugh... Teyona won.  I so wanted Allison to win!  
0,I don't wanna move to Bloomfield Hills. I wannna stay here  Who want to emotiona shop with me? ;)
4,"@arku youï¿½re welcome, good luck in in the Frisbee Tournament! "
0,"@plentyspace actually, I think @inkcanada isn't here tonight  but we are in here also looking for writers!"
4,@pberry0 hope your mum has a great day 
0,"it's 1:30 in the morning &amp; i is hungryyy, "
0,Reporting from CEOP online moderators conference:  69% of children in child abuse images are under 10 years old  
4,Back in SD/Back to reality...... 3-D UP was as good as i expected it to be 
4,"@elliemcfly don't worry, he will, we'll make him  x"
4,FIRST TWEET EVER. tin and grace voted i get a twitter...so i did 
4,@iheartlmh Thanks! Hope you enjoy it!!! 
0,"Is this rogue UNIT member is the harbinger of death for the series? Word is it's not coming back, pending ABC final judgement "
4,"@g_gila *LOL* Gotta use your charms on some RL pilot to get a closer look at those ferrous beauties, I see. "
0,"@jimmaneri I'm in a cast though  bike/walking are out, so COTA is out b/c stop is so far away. I &lt;3 COTA though,way 2 go with selling car!"
0,wants &quot;someone&quot; to come over here 
0,@herotozero the little i have left. 
0,Just started up this twitter account. Not really sure how much I'll be able to use it. I don't have sms on my blackberry... 
0,YAY! ANGELS WON! &lt;3 i'm sad the Lakers &amp; Ducks lost though! 
0,"Although not that kin on it, I was the lamp post for TWICE teh past week! What an achievement "
4,"YAY! TGIF!!!!   Give a hater a hug, so you can squish him/her to death! "
4,"@lustyreader ok, feel free to talk to me after you get &amp; read them  Addictive series."
0,"New GM Ad, &quot;ReInvention.&quot; Not impressed; expensive ad company + ad buy = U spent our $ on this  http://bit.ly/MePlK"
4,@Tittch The sweet Swiss Toblerone does his best to come soon and meet fabulous Rita in Chichester 
4,"@bobbyllew Don't do it, we'd happily endure hours of Mr. Fry's #carpool footage.  "
4,dissapointed in new Enemey CD but can't wait to dance on their old tracks this Monday 
4,@AnnaLucyHewitt why do you bother writing to famous people? wat u wearing tonight  xoxo
4,Hey Girl 
0,trying to start my summer reading but the website won't let me do it  oh wellll
4,Ã Hate html  http://bit.ly/10RKiI
0,bored wit holidays .. 
4,@PaigePlog At @fryeee's house. Drag me to hell was a funny movie 
4,then i get my birthday off on wedensday cant wait should be gd x 
4,pretty damn happy to do my nightly crossword puzzles 
0,@MRGOULD Hey Bill. Got any tix left 4 brixton? Tried to buy them but they sold out in 2 mins 
4,"@nomibear Wow, good luck with that, chicka  It'll be great if you do get the position. Lording it over a newspaper team must be swell ;P"
4,@PassionMD i just messaged my friend so hopefully ill find a way to get you one  if anything ill buy you a copy ;)
4,@ManishChaks thankGod finally you are alright...yay...i'm happy 
4,...another saturday... another 8 hours with Habitat for Humanities... spent 4 hours fixing peoples mistakes and 4 hours roofing. fun.  
0,isn't having much fun  I'm so sick of these drunk losers
4,"@macknick yknow. check something out: sweetl.neekoid.com. Its in early stages, not even styled at this point, but its mine "
0,@whitewatermusic yep they closed it down. Sad times 
0,Ugh I feel like shopping but my pockets are extra thin 
4,@Gennargh .aww jsut passin by and wondering?!.. hmm well never mind.. take care!!! 
0,"Mi hermanita se va!!!  I think maybe we are going to let here in Juarez today, so it will be 4 hours of trip.. I miss here "
0,@orangelizziee I don't know what to wear either 
0,@button_mccool  that sucks.
4,@chris_ace2 Yes i would love to join you on your bout 
4,theres nothing worse than a sore loser 
0,awww..my bday is over?! suuuucks!  oooh well...after bday celebration!!
0,"@Arezoumo His speech suggests that he sees a threat to his entire world, so he may respond by killing, you may be right. "
4,Off out for a bike ride in the sun! 
4,"@candice5355 hey  nothing much, watching wizards of waverley place. yourself?"
0,@worldofcharlie I'm sorry. 
4,I am following you guys  everybody
4,"nursery, flower picking with the fam, then core "
4,"Found a can of Kick and some cake in my fridge, and I fell better now "
0,"@rickofawesome Not yet, but I am sure to be there when you're back from your friend's mum's funeral.  "
4,"@markhoppus happy #hoppusday I apologize that most reminds me Easter, ah I'm crazy if you have not noticed. "
0,work now  for 16 hours  
0,"@PaulaAbdul I suffer from an Eating Disorder (5 years) im 15 years old, my family wont help me  what must I do?"
4,DAMN!!! I love my legs 
0,@Descending What?!?!... why? 
4,@crackbarbie: So I'm not the only one to cry during &quot;Up&quot;? It was an excellent movie    &lt;--- You cried?!?!?!? You have to be kidding!  LOL
0,My dog thought the glass door was open and tried to run outside.  he slammed into it and fell down. Lol poor guy. P.S. He's okay!
4,is in the weirdest (good) mood - anything could happen 
0,"I get another pack of geography test, so I have to correct it on the weekend. "
0,bwah. Managed to get through all the episodes and I am current! Going to bed. I hate working overnights 
4,@WirelessRage yeh well nice looking 
4,*15th Of July Actually  At The Nokia Theatre. N
4,@bamparmy If Amos Lee finds any let me know! Im looking for good spots too 
0,missing people really bad 
4,getting feet wet back at duty station. not as much of a culture shock - infant diapers 2 twitter. both filled with small squirts. 
4,You may be right; I may be crazy.  But it just may be a lunatic you're looking for. 
0,...but I need to pee 
0,ictt :/ toooo early 
4,@AnnePrecious hey pre!! how are you? hehehee! fun magtwitter noh? hehehe! 
4,@DarkAngel808 true dat sister.. dat kinda sux BUT tweetie will shrink long tweets which twitterfon no do.. (via @iliPahgz) Fill me in... 
0,i dont know what i am going to do first... so much load.... 
0,Almost two fucking months... 
4,"I'm up, but still tired. Daughter had impromptu sleep over last night. Thinking I may go back to sleep now. "
4,@ABellaMarie STFU and go back to kema house 
0,"I had to trim @LostJello's Couplet down a little bit to make it fit, some puncuation etc.  Sorry, but I had to retweet at any cost!"
0,"@UpYourBracket aahh I wish I could but I'm going to have a shower now and I think Callum's coming over in a while, then revision  gaaaay!"
4,@Stephanally if he's still lazy to patch back.. den its ok lor dun bother.. 
0,@cherish_ I do 
0,"My body barometer is going off the charts today. As much as I LOVE thunderstorms, I hate them too... "
0,@ddlovato awwz demi  i have the same fear... sigh..
0,@justads i want coffee too 
4,"@CMajor huh ! Thanks.  I'll have to check in with the peeps I know there, they may have animated it.  I cry@ movies too,tis quite okay! "
0,@Shammysticks  baby i'm sorry. i miss you so much.
4,"@MissRachelle indeed  was lvely to meet you as well, I brought my cakes from last night into work today"
0,Looks like the storm's clearing. I can see clear sky over the beach 
0,thats Jim Marrs- Really can't type these days 
4,Feels like a quiet monday on twitter 
0,"@pbofficial can't display, &quot;doesn't exist&quot; "
4,@saboteur1 Thanks for following  Much appreciated  #spymaster
0,Gutted... Tess was on at Old Vic but I missed it 
4,@isallano isa! Don't be late today 
0,Pasta = good Blisters = bad. No more shoes for the next few days 
0,at sevy's house..cant find the remote 
4,@fleshyjohn you have been inquired over a few times already. Everyone misses &quot;big john&quot; 
0,i have to be awake in 4 hours 
0,needs help. twitter just isn't for me 
4,"@scott_mills Hey Scott, put a McFLY's song. I'm listening your program from Spain "
4,@Jon_Favreau hopefully in your delerium u don't make to many script changes. 
0,"@piginthepoke anyone remember callard and bowser butterscotch, don't think you can get them anymore "
4,@pbrantner have fun! i was just there on saturday 
0,"@pilky ...as those are the only ones with actual PS2 hardware. Unfortunately, I don't think those models were ever available in non-NTSC "
4,twexit: lunch 
4,packing for Longboat Key! 
0,... that means no mor tweets! laaammmeeee 
4,Just published my so-called academic shizzle on my website  http://tinyurl.com/m52qps now going to my parents for supper  @ Home
0,Stupid vending machine at work ate my dollar. 
4,@purplebeats thanks a ton!! 
0,who keeps saying that 
0,wah i wake up and i feel like a baby is on fire and is trying to punch its way outta my belly 
0,@trevorjames Which messenger.  I hate it when they crap out.  
0,@CorporalKitty not for me I'm gunna be stuck in work 
4,Pay Day too  
0,thinking about my birthday weekend being spent doing ridiculous business management assignments   Uuuuuuurrrrrrgh!!!!
4,#Followfriday @erincarly Because she is one of my &quot;homies&quot; and a Diva of photography. Throw some gigs her way. You won't regret. 
0,I'm losing him.  I don't wanna. I'm losing her.  I don't wanna.  I'm losing myself. &quot;cry your little eyes out you whore.&quot; &quot;Ok.&quot;
0,feels a tad hungover. but really doesnt want to work 11.30-8.30 
4,EXCITED about going to c my bro!! 
4,"@_laurafee yeah, well i have no money cause i havent seen my dad for money and my is saving up for america, and plus i have seen it "
4,I do like the mac desktop... Next stop is to setup OSL 
4,@KKDur Being funny is a reason to never shun! You're O-TAY! We love Karen!  #hhrs #tcot
0,"@char2x i can't reply dun sa text mo, nawalan ako ng load... huhu "
0,@iphone_dev Not having a Mac means I can't use pwnage so  can't get the Egg 
4,"today, im gonna work &amp; chill out in my garden "
4,"@SOPHisticosity Nahhh, cba man "
4,Having some quality music time 
0,Off out for some dinner in a bit. It's 5pm here in Tianjin and about 35 degrees. I don't pick up the new sunglasses till wednesday 
4,Keep a Positive Mental Outlook! Connection between living well &amp; healthfully &amp; having a cheerful outlook on life 
0,sick and tired of being sick and tired... 
4,"Just bought the new atl single on iTunes,I felt bad for downloading it last night,haha.  http://twitpic.com/7j4rs"
0,"@ohsojelly &amp; I'm imaging how he looks like,sitting all alone outside!  Aww..I want to hug him!"
0,@Smudge28 Hello! Why aren't you following me any more 
0,"@nickjonas Nick, because you never answer me? doubts of my love? I am very saddened by this  still love you â¥"
4,"what a beauuuutiful day out! , gettin readyy then goin to staceys to babysitt justice &lt;3 cell it "
4,@bocahmiring dont tell me youre gonna stalk on me.OH NO! 
4,"Morning  And now, let the adventure begin!"
0,"@susan402 I wish sellers would offer full head to toe outfits, I have a bunch of outfits and no shoes. *sigh* "
0,@leemacdonald thanks I am dreading going....I am sat here worrying so much now as I will be in there in an hour  meh!
4,Preparing for the festivia artwork!  
4,@thegreatrescue is that an acronym or are u referring to ur DLP attempt?? 
